"institution.name","collection","object_number","object_category","object_name","title","description","creator","creator.role","production.place","production.period","production.date.start","production.date.start.prec","production.date.end","production.date.end.prec","material","material.part","dimension.part","dimension.value","dimension.unit","inscription.content","association.person","association.subject.type","association.subject","association.period"
"Industriemuseum","textiel","V04539-031","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel met rozet om gordijn open te houden","Embrasse câblé met in het midden een macron giroline chardon bouclé. Aan beide zijden een lus in câblé perlé. Kleur: verschillende tinten van donkerbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","76","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-032","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé simple. Kleur: beige, groen en roze.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","77","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-033","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé perlé. Kleur: bruin","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","72","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-034","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan één uiteinde een macaron giroline chardon. Aan beide zijden een lus in câblé simple. Kleur: blauw, roze, groen en wit.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","71.5","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04539-035","toonzaalmodellen","embrasse passement","Vlakke embrasse met gevlochten kabel om gordijn open te houden","Embrasse câblé met aan beide zijden een lus in câblé perlé. Kleur: roze, groen, blauw en wit.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","93","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04179-002","toonzaalmodellen","cordelière passement","Cordelière met 2 kwasten","Trekkoord met twee kwasten, bestaande uit kabel: polonaise. Twee kwasten: gland mèche. Kleur: zwart.","onbekend","","","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","176","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04708-002","toonzaalmodellen","kwast passement","Gland of kwast met vorm, keel en rok","Kwast bestaand uit lus, peer gerold. Keel: chardon bouclé. Rok: mechée. Kleur: geel.","De Backer Passementerie","fabrikant","Brussel (stad)","1ste helft 20ste eeuw","1900","ca.","1950","ca.","textiel","geheel","geheel","17","cm","","","onderwerp","textiel","1ste helft 20ste eeuw"
"Industriemuseum","textiel","V04170-002","toonzaalmodellen","schuifring","Schuifring in cartonage","Schuifring gesatineerd met tros. Kleur: goud en roze.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","3","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04170-003","toonzaalmodellen","schuifring","Schuifring in cartonage","Schuifring gesatineerd met tros. Kleur: goud en groen.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","3","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V10232","toonzaalmodellen","embrasse passement","Vlakke embrasse om gordijn open te houden","Embrasse crête en forme. Aan beide zijden afgewerkt met een lus: câblé perlé. Kleur: licht bruin en groen.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","gordijnophouder","geheel","64","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-002","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon. Rok: geknoopt in 2 rijen postillons met aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","15","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-003","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: geknoopt. Rok: geknoopt in 7 rijen postillons volgens schema van 9 stuks steeds groter wordende aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","27","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-004","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon reps. Rok: geknoopt in 3 rijen postillons met aangenaaide mèches in twee verschillende materialen. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","30","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-005","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met picots en twee rijen grain de blé. Rok: geknoopt in 3 rijen postillons met aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","17","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-006","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met twee rijen grain de blé. Rok: geknoopt met aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","50.5","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-007","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met picots. Rok: geknoopt met aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","56","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-008","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met picots. Rok: geknoopt in 2 rijen postillons met aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","54","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-009","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met picots. Rok: geknoopt in V-vorm eindigend op mèches, tussen iedere V een aparte mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","30","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-010","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon. Rok: geknoopt met point de neige in V-vorm, telkens met 5 aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","35","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-011","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon reps. Rok: geknoopt met aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","47","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-012","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon reps. Rok: geknoopt met chardons als versierd element en aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","42","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-013","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon reps met picots. Rok: kleine geknoopt boord met houten parels en aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","21","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-014","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: geknoopt. Rok: geknoopt met 2 grote ruitmotieven, eindigend op mèches met chardons. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","16","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-015","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met bovenaan picots. Rok: geknoopt in point de neige in V-vorm, eindigend op mèches. Kleur: lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","22","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-016","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met 2 rijen grain de blé en bovenaan picots. Rok: geknoopt in point de neige in V-vorm met tussen iedere V een kleiner knoopwerk van 3 bandjes, eindigend op aangenaaide mèches. Kleur: lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","25.5","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-017","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met 2 rijen grain de blé en bovenaan picots. Rok: geknoopt in point de neige in V-vorm eindigend op aangenaaide mèches. Kleur: lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","20","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-018","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met bovenaan picots. Rok: geknoopt in point de neige in V-vorm en tussen de V een aparte mèche, eindigend op aangenaaide mèches. Kleur: lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","20","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-019","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Zonder kop. Rok: geknoopt in point de neige in driehoekige motieven, 2x horizontaal gescheiden door een kettingsteek, eindigend op draden met knoopwerk in zaagtandmotief. Kleur: lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","25","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-020","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Zonder kop. Rok: geknoopt in point de neige in vierkante motieven eindigend op draden met knoopwerk in 4 horizontale rijen. Kleur: lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","25.5","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-021","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Zonder kop. Rok: geknoopt in point de neige in vierkante motieven, onderaan in afgeknotte V-vormen uitgewerkt. Eindigend op draden met knoopwerk in 3 rijen die de lijn van de onderste boord volgen. Kleur: lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","20.5","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-022","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon reps met onderaan festons. Rok: vanuit het midden van de festons aangenaaide mèches. Kleur: beige. Mogelijke prijsaanduiding op label van 1250 Fr.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","22.5","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-023","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon reps met onderaan festons. Rok: vanuit het midden van de festons 2 rijen knoopwerk met aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","39","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-024","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Geen kop. Rok: boord met knoopwerk met aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","15.5","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-025","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met bovenaan picots. Rok: met aangenaaide mèches die bovenaan versierd zijn met lac. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","33","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-026","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon reps. Rok: boord met knoopwerk in point de neige, eindigend op aangenaaide mèches. Kleur: beige.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","31","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-029","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met 2 rijen grain de blé. Rok: boord met knoopwerk eindigend op aangenaaide mèches. Kleur: lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","18","cm","","","onderwerp","textiel","20ste eeuw"
"Industriemuseum","textiel","V04511-030","toonzaalmodellen","franje passement","Frange als onderdeel voor het vervaardigen van passement","Kop: galon met 2 rijen grain de blé. Rok: boord met knoopwerk eindigend op aangenaaide mèches. Kleur: lichtbruin.","De Backer Passementerie","fabrikant","Brussel (stad)","20ste eeuw","1900","ca.","1990","ca.","textiel","geheel","geheel","19.5","cm","","","onderwerp","textiel","20ste eeuw"
